Cluster,Sample_Count,Weighted_Count,dim_access_resources,dim_internet_access,dim_learning_disabilities,dim_geographic_isolation
cluster_1,14096,466945.6100600005,-1.0357065806639012,0.2976459291379169,-0.05334861785371147,-6.380003302146733
cluster_3,33572,1583398.2546399964,-2.493915300924878,-0.41398216543488253,0.15620344895051047,0.14595916176000784
cluster_2,59821,3912395.444459988,0.02902493056615564,-0.32446400690805777,1.7000600783458935,0.16625825672395395
cluster_0,506255,22292466.673229627,0.19079069653097824,0.057505315696743116,-0.20975862760394062,0.14831784455044175
